PDB,resolution,year,-logKd/Ki,Kd/Ki,ligand name
4ura,2.23,2015,5.50,IC50=3.16uM,4ura
6bw4,2.00,2017,5.50,Kd=3.15uM,6bw3
6gr7,1.40,2018,5.50,Kd=3.19uM,6gnm
6hm6,2.10,2018,5.50,IC50=3.16uM,6hm6
6hpg,2.00,2018,5.50,Kd=3.17uM,6hpg
6hs0,1.45,2019,5.50,IC50=3.16uM,6hrw
6izq,2.45,2019,5.50,IC50=3.19uM,6izq
6s0e,1.90,2019,5.50,Ki=3.17uM,6s00
1b2i,NMR,1999,5.51,IC50=3.1uM,1b2i
1ggn,2.36,2000,5.51,Ki=3.1uM,1ggn
1t08,2.10,2004,5.51,Kd=3.1uM,1t08
1xh3,1.48,2004,5.51,IC50=3.1uM,1xh3
2gc8,2.20,2006,5.51,IC50=3.1uM,2gc8
2uym,2.11,2007,5.51,IC50=3.1uM,2pg2
2wqp,1.75,2009,5.51,Ki=3.1uM,2wqp
3cn0,1.52,2008,5.51,IC50=3.08uM,3cn0
3da9,1.80,2009,5.51,Kd=3.1uM,3da9
3kgt,1.95,2010,5.51,Kd=3.1uM,3kgt
3qtq,1.80,2012,5.51,IC50=3.1uM,3qqk
3qts,1.90,2012,5.51,IC50=3.1uM,3qqk
3u51,2.24,2012,5.51,Kd=3.1uM,3u4w
3vgc,1.67,1997,5.51,Ki=3.11uM,3vgc
4i9c,3.10,2013,5.51,Kd=3.1uM,4i9c
4k55,1.91,2013,5.51,Kd=3.06uM,4jkw
4qwu,3.00,2015,5.51,IC50=3.120uM,4qux
4qxo,1.88,2014,5.51,Kd=3.12uM,4qxo
4qz3,2.80,2015,5.51,IC50=3.085uM,4qux
4wz5,1.60,2015,5.51,IC50=3.1uM,4wz5
4zba,1.50,2015,5.51,Kd=3.09uM,4f0c
4zgk,2.00,2016,5.51,Kd=3.1uM,4zfi
5cks,2.12,2016,5.51,Kd=3.1uM,5cks
5h8x,1.30,2016,5.51,IC50=3.1uM,5h8x
5iza,1.50,2017,5.51,Ki=3.12uM,5b6g
5lpk,2.10,2017,5.51,Kd=3.06uM,5lpj
5oa6,1.94,2018,5.51,Kd=3.10uM,5o9o
5zu0,2.76,2018,5.51,Kd=3.1uM,5zu0
5zzw,2.60,2018,5.51,Kd=3.1uM,5zzw
6dgq,2.45,2019,5.51,Kd=3.09uM,6dgl
6ewe,1.46,2018,5.51,IC50=3.1uM,5jmx
6gfz,2.30,2018,5.51,Kd=3080nM,6gfx
6hs4,2.05,2019,5.51,IC50=3.1uM,6hro
1a8i,1.78,1998,5.52,Ki=3.0uM,1a8i
1h07,1.85,2003,5.52,IC50=3uM,1h07
1kc7,2.20,2002,5.52,Ki=3uM,1kc7
1lox,2.40,1998,5.52,Ki=3uM,1lox
1oe7,1.80,2003,5.52,Kd=3uM,1oe7
1oe8,1.65,2003,5.52,Kd=3uM,1oe8
1pyg,2.87,1994,5.52,Kd=3uM,1pyg
1tl9,1.80,2004,5.52,IC50=3.0uM,1tl9
1xxi,4.10,2004,5.52,Kd=3.0uM,1xxi
1ydr,2.20,1997,5.52,Ki=3.0uM,1ydr
2cht,2.20,1994,5.52,Ki=3uM,2cht
2ez5,NMR,2006,5.52,Kd=3uM,2ez5
2ga2,1.95,2007,5.52,IC50=3uM,2ga2
2gcd,2.55,2006,5.52,IC50=3uM,2gcd
2gz8,1.97,2006,5.52,IC50=3uM,2gz8
2hwi,2.00,2006,5.52,IC50=3.0uM,2hwi
2l8j,NMR,2011,5.52,Kd=3uM,2l8j
2vnf,1.76,2008,5.52,Kd=3uM,2vnf
2ydt,1.60,2011,5.52,Ki=3.0uM,2ydp
3cgo,3.00,2008,5.52,IC50=3uM,3cgf
3eys,1.95,2009,5.52,Kd=3uM,3eys
3hqr,2.00,2009,5.52,Kd=3uM,3hqr
3hzm,1.80,2010,5.52,Kd=3uM,3hzk
3i97,2.90,2010,5.52,IC50=3uM,3i97
3iog,1.41,2010,5.52,Ki=3uM,2wrs
3t6y,2.60,2012,5.52,Ki=3.0uM,3t60
3tws,1.70,2011,5.52,Kd=3.0uM,3twr
3v0l,1.75,2013,5.52,Ki=3.0uM,3v0l
4de3,1.44,2012,5.52,Ki=3.0uM,4dds
4en4,2.15,2012,5.52,Ki=3uM,4en4
4h2o,2.14,2012,5.52,IC50=3.0uM,3sgt
4j5c,1.03,2014,5.52,IC50=3.0uM,4j58
4pnl,1.50,2014,5.52,IC50=3.0uM,4pml
4qqi,2.03,2014,5.52,Kd=3.0uM,4lg6
4yvz,2.50,2015,5.52,IC50=3uM,4yvz
5f08,1.92,2016,5.52,Kd=3uM,5eyr
5ixf,NMR,2016,5.52,Kd=3uM,5ixf
5j1x,2.10,2017,5.52,Kd=3uM,5ijr
5juz,2.40,2017,5.52,IC50=3uM,5juz
5mrp,1.90,2017,5.52,Kd=3.0uM,5mrm
5nn6,2.00,2017,5.52,Kd=3.0uM,5nn4
5v5e,2.30,2017,5.52,IC50=3uM,5v5d
5w1w,3.10,2017,5.52,Kd=3.0uM,5w1v
5wqj,1.20,2017,5.52,Kd=3uM,5wqj
5wrs,2.75,2017,5.52,Kd=3uM,5wrs
5yia,2.00,2018,5.52,Ki=3.0uM,5yia
5yun,2.67,2018,5.52,IC50=3uM,5yun
5yzc,2.33,2018,5.52,IC50=3.0uM,5yxw
5zma,3.18,2019,5.52,IC50=3.0uM,5zma
6dgl,1.95,2019,5.52,Kd=3.05uM,6dgl
6dzy,4.10,2019,5.52,Ki=3uM,6d9g
6exm,1.60,2018,5.52,IC50=3.0uM,6eut
6fi5,1.70,2018,5.52,Kd=3.0uM,6fau
6fne,2.50,2019,5.52,IC50=3uM,6fne
6oxl,3.50,2019,5.52,Kd>3000nM,6oxl
6q30,1.50,2019,5.52,Ki=3uM,6ibs
6qfg,1.68,2019,5.52,IC50=3.01uM,6qfe
6qtw,1.39,2019,5.52,Kd=3.0uM,6qto
7gpb,2.90,1992,5.52,Kd=3uM,7gpb
1szm,2.50,2004,5.53,IC50=2.94uM,1szm
4fmo,3.04,2013,5.53,Kd=2.94uM,4e4w
4qz6,2.90,2015,5.53,IC50=2.979uM,4qux
4u5j,2.26,2014,5.53,IC50=2.93uM,4u5j
5dus,1.43,2016,5.53,Kd=2.95uM,5dus
6bw3,2.20,2017,5.53,Kd=2.96uM,6bw3
6esm,1.10,2018,5.53,IC50=2960nM,6ekn
6f4w,2.29,2018,5.53,Kd=2.95uM,6f4w
1bio,1.50,1999,5.54,IC50=2.9uM,1bio
1bjv,1.80,1998,5.54,Ki=2.9uM,1bju
1h26,2.24,2003,5.54,Kd=2.9uM,1h25
1ha2,2.50,2001,5.54,Kd=2.9uM,1ha2
1kdw,2.28,2002,5.54,Ki=2.9uM,1kdw
1oiq,2.31,2003,5.54,IC50=2.9uM,1oiq
1r5w,2.90,2004,5.54,Kd=2.9uM,1r5v
2c9b,2.75,2006,5.54,Kd=2.88uM,2c9b
2idk,2.55,2006,5.54,Kd=2.9uM,2idk
2nq7,1.60,2006,5.54,IC50=2.9uM,2nq7
2olb,1.40,1996,5.54,Kd=2900nM,2olb
2y7i,1.90,2011,5.54,Kd=2.9uM,2y7i
3bxf,1.70,2008,5.54,Kd=2.87uM,2okg
3daj,2.00,2008,5.54,IC50=2.9uM,3daj
3f07,3.30,2008,5.54,IC50=2.9uM,3ew8
3ggw,1.70,2009,5.54,Kd=2.9uM,3ggw
3iqq,2.01,2010,5.54,Kd=2.9uM,3iqq
3jyr,1.75,2010,5.54,Kd=2.9uM,3jyr
3r8v,1.90,2012,5.54,IC50=2.9uM,3qqk
3ubd,1.53,2012,5.54,Kd=2.9uM,3ubd
3v78,2.30,2012,5.54,Kd=2.9uM,3v78
4ba3,2.10,2013,5.54,Kd=2.9uM,2ynr
4dtt,3.22,2013,5.54,IC50=2.9uM,2ypu
4hkk,1.95,2012,5.54,IC50=2.9uM,4hki
4nxu,2.30,2013,5.54,Kd=2.9uM,4nxu
4o0t,2.60,2014,5.54,Ki=2.9uM,4o0r
4qij,2.20,2014,5.54,Kd=2.9uM,4qii
4r4c,1.40,2014,5.54,Kd=2.9uM,4r4c
5a4q,2.37,2016,5.54,IC50=2.9uM,5a3x
5a81,2.03,2015,5.54,Kd=2.9uM,5a81
5azg,1.81,2015,5.54,Kd=2.9uM,5azg
5eds,2.80,2015,5.54,IC50=2.88uM,5eds
5lgn,3.20,2017,5.54,IC50=2.9uM,5lgn
5n8j,1.05,2017,5.54,Kd=2.87uM,5n7x
6bid,1.15,2018,5.54,IC50=2.9uM,6bib
6boe,3.60,2018,5.54,Kd=2.9uM,5w5v
6ew7,1.60,2018,5.54,IC50=2.9uM,6ew6
1g3d,1.80,2001,5.55,Ki=2.8uM,1g3d
1njc,2.50,1996,5.55,Kd=2.8uM,1njc
1y3n,1.60,2005,5.55,Kd=2.8uM,1y3n
2c2l,3.30,2005,5.55,Kd=2.8uM,2c2l
2iuz,1.95,2006,5.55,Ki=2.8uM,2iuz
2wyn,2.10,2010,5.55,Ki=2.8uM,2wyn
3fkt,1.90,2009,5.55,IC50=2.8uM,3e3w
3sdg,1.87,2011,5.55,IC50=2.8uM,3sdg
3uzj,1.69,2012,5.55,Ki=2.82uM,3uxd
4fri,2.30,2012,5.55,IC50=2.85uM,4fri
4ie6,2.50,2013,5.55,IC50=2.8uM,4idz
4kww,2.55,2013,5.55,Ki=2.8uM,4kww
4p5e,1.35,2014,5.55,Ki=2.8uM,4p5d
4pqa,1.78,2014,5.55,Ki=2.8uM,4pqa
4tk0,1.65,2014,5.55,IC50=2.8uM,4pml
4wbg,1.90,2015,5.55,Ki=2.85uM,4wbg
5gja,2.10,2017,5.55,Kd=2.8uM,5gja
5jy0,2.60,2017,5.55,Kd=2.8uM,5jwg
5knu,2.81,2017,5.55,Ki=2.8uM,5knu
5l2n,1.70,2017,5.55,IC50=2.8uM,5l13
5vcx,2.70,2017,5.55,Kd=2817nM,5v5y
5vd3,1.80,2017,5.55,Kd=2817nM,5v5y
6bs4,2.50,2019,5.55,Kd=2.8uM,6bs3
6dlj,2.60,2018,5.55,IC50=2.8uM,6apz
6eil,2.47,2018,5.55,Ki>2800nM,6eif
6fvo,2.69,2019,5.55,Kd=2.84uM,6fvl
6hgv,2.00,2019,5.55,IC50=2.8uM,6hgv
6hvw,3.00,2019,5.55,IC50=2.8uM,6htb
6n7z,2.55,2019,5.55,IC50=2.8uM,6n7y
6ouv,1.94,2019,5.55,Ki=2.8uM,6ouv
6qyk,2.30,2019,5.55,Ki=2.8uM,6qxj
6sen,1.65,2019,5.55,Kd=2.8uM,6sen
2jdn,1.30,2007,5.56,Kd=2.78uM,2jdn
4esg,1.70,2012,5.56,Kd=2762nM,4erq
4o3f,2.11,2014,5.56,Kd=2.78uM,4o33
5alj,2.10,2015,5.56,IC50=2.737uM,5ai0
5gx7,1.99,2017,5.56,IC50=2.76uM,5gub
5lpm,1.50,2017,5.56,Kd=2.77uM,5lpj
6ak6,1.75,2019,5.56,Kd=2.76uM,6aec
6mxc,1.99,2019,5.56,Ki=2.73uM,6mxb
6p8x,2.11,2019,5.56,IC50=2.78uM,6p8w
1cs4,2.50,2001,5.57,IC50=2.7uM,1cs4
1jak,1.75,2001,5.57,Ki=2.7uM,1jak
1njd,2.20,1996,5.57,Kd=2.7uM,1njd
2f6j,2.00,2006,5.57,Kd=2.7uM,2f6j
2fuu,NMR,2006,5.57,Kd=2.7uM,2f6j
2lgf,NMR,2012,5.57,Kd=2.7uM,2lgf
2nmx,1.55,2007,5.57,Kd=2.7uM,2nmx
2np9,2.45,2007,5.57,Ki=2.7uM,2np9
2onb,2.70,2007,5.57,Ki=2.7uM,2onb
2qo1,2.60,2008,5.57,IC50=2.7uM,2qnx
2z52,2.13,2008,5.57,IC50=2.69uM,2z4v
3bex,1.51,2008,5.57,Kd=2.7uM,3bex
3coz,2.00,2008,5.57,Kd=2.7uM,3cow
3uxl,2.20,2012,5.57,Ki=2.7uM,3uxk
3vtr,2.50,2013,5.57,Ki=2.714uM,3vtr
4awf,2.30,2012,5.57,IC50=2.7uM,4avg
4bda,2.60,2013,5.57,IC50=2.7uM,4bda
4umj,1.85,2015,5.57,IC50=2.7uM,3zl6
4xh6,2.04,2015,5.57,IC50=2.71uM,4xh6
5all,2.20,2015,5.57,IC50=2.678uM,5ai0
5d1n,2.71,2016,5.57,Kd=2.7uM,5bw4
5em9,1.60,2016,5.57,Kd=2.7uM,5elq
5eto,1.07,2016,5.57,Kd=2.7uM,5etk
5oua,1.67,2018,5.57,Kd=2.67uM,5oua
5vzu,2.70,2018,5.57,Kd=2.7uM,5vzt
5zyh,1.95,2019,5.57,Kd=2.7uM,5zyh
6au5,2.48,2017,5.57,Kd=2.7uM,6au5
6ayh,2.05,2017,5.57,Kd=2.7uM,6ayh
6chh,2.30,2018,5.57,Kd=2.7uM,6b1a
6egw,1.74,2018,5.57,Kd=2.67uM,6egw
6faw,1.40,2018,5.57,Kd=2.7uM,6fau
6hy7,2.26,2019,5.57,Ki=2.7uM,6hy7
6i12,1.65,2019,5.57,Kd=2.7uM,6i0z
6j8q,1.79,2019,5.57,Ki=2.7uM,6j8q
6nfo,2.93,2019,5.57,Kd=2.7uM,5v8h
3jup,1.90,2009,5.58,Kd=2.63uM,3jum
3su5,1.55,2012,5.58,Ki=2635nM,3su0
4iur,2.50,2013,5.58,Kd=2.63uM,4iup
4tw8,3.00,2014,5.58,Ki=2.611uM,4tw6
6agk,2.80,2019,5.58,Kd=2.66uM,6agk
1f4x,2.30,2000,5.59,Kd=2.6uM,1f4x
1fo0,2.50,2000,5.59,Kd=2.6uM,1fo0
1mfi,1.80,1999,5.59,Ki=2.6uM,1mfi
1rtl,2.75,2004,5.59,IC50=2.6uM,1rtl
2hmb,2.10,1994,5.59,IC50=2.6uM,2hmb
2xkc,2.50,2010,5.59,IC50=2.6uM,2xk3
2zlg,2.52,2008,5.59,IC50=2.6uM,2zlf
3gxy,2.40,2009,5.59,Kd=2.6uM,3gxy
3nzi,2.75,2011,5.59,IC50=2.6uM,3nzi
3sha,1.52,2012,5.59,Ki=2.6uM,3p17
3udv,1.88,2012,5.59,Kd=2.55uM,3ud5
4bqh,1.75,2013,5.59,Kd=2.58uM,4bqh
4cwn,1.80,2014,5.59,Ki=2.6uM,4cwf
4inr,2.70,2013,5.59,IC50=2.6uM,4inr
4kxm,2.24,2014,5.59,Kd=2.6uM,4kxl
4tkb,.86,2015,5.59,Kd=2.56uM,3wvm
4tx6,1.90,2014,5.59,IC50=2.6uM,4tx6
5afv,2.25,2015,5.59,Kd=2.6uM,5afv
5d2a,2.13,2016,5.59,Kd=2570nM,5d2a
5hkb,1.65,2016,5.59,IC50=2.6uM,5hk9
5mgx,2.18,2017,5.59,Kd=2.6uM,5mgx
5n9r,2.23,2017,5.59,Kd=2.6uM,5n9r
5opr,1.95,2017,5.59,Ki=2.56uM,5oop
5ox5,2.25,2017,5.59,IC50=2.6uM,5ox5
5t9w,2.00,2017,5.59,Kd=2600nM,5t9u
5wg9,2.30,2018,5.59,Ki=2.6uM,5w44
6esy,2.80,2017,5.59,Ki=2.6uM,6ep4
6fnr,1.83,2018,5.59,Ki=2.6uM,6fnq
6ggd,1.40,2019,5.59,Kd=2.6uM,6ggd
6hys,2.60,2019,5.59,IC50=2.6uM,6hys
6q7v,2.56,2019,5.59,IC50=2.6uM,6q7u
6t1o,1.90,2019,5.59,Kd=2.6uM,6t1i
1e06,2.12,2000,5.60,IC50=2.5uM,1e06
1e1y,2.23,2000,5.60,IC50=2.5uM,1e1y
1fwe,2.00,1997,5.60,Ki=2.5uM,1fwa
1h27,2.20,2003,5.60,Kd=2.5uM,1h25
1kne,2.40,2002,5.60,Kd=2.5uM,1kne
1lev,2.15,2002,5.60,IC50=2.5uM,1lev
1o9d,2.30,2003,5.60,Kd=2.5uM,1o9d
1vfn,2.15,1997,5.60,Ki=2.5uM,1vfn
2bz8,2.00,2005,5.60,Kd=2.5uM,2bz8
2f71,1.55,2005,5.60,IC50=2.5uM,2f71
2vxa,2.60,2009,5.60,Kd=2.5uM,2vx9
2wca,2.30,2009,5.60,Ki=2.5uM,2wca
2wgs,2.55,2009,5.60,IC50=2.5uM,2wgs
2yhw,1.64,2012,5.60,Kd=2.5uM,2yhw
2yhy,1.82,2012,5.60,Kd=2.5uM,2yhw
3bl1,2.10,2008,5.60,Ki=2.52uM,3bl1
3cbp,1.42,2008,5.60,IC50=2.5uM,3cbp
3e6y,2.50,2009,5.60,Kd=2.5uM,3e6y
3fa3,2.60,2009,5.60,Ki=2.5uM,3fa3
3lfs,2.40,2010,5.60,IC50=2500nM,3lau
3qce,2.10,2011,5.60,Ki=2.5uM,3qce
3qcf,2.50,2011,5.60,Ki=2.5uM,3qcf
3qps,2.35,2011,5.60,Kd=2.5uM,3qps
3u78,2.69,2012,5.60,Ki=2.5uM,3u78
3upz,2.20,2012,5.60,Ki>2.5uM,3sx9
4btl,2.50,2013,5.60,IC50=2.5uM,4b7z
4eqj,1.80,2012,5.60,Kd=2.52uM,4ep2
4o77,2.00,2014,5.60,IC50=2.5uM,4o70
4os1,2.20,2014,5.60,Ki=2.5uM,4os1
4q6f,1.91,2014,5.60,Kd=2.50uM,4q6f
4uiy,1.30,2015,5.60,IC50=2.51uM,4uit
4wz6,2.05,2015,5.60,Kd=2.5uM,4wz6
4xsz,3.68,2015,5.60,IC50=2.5uM,4xsx
4yad,1.73,2015,5.60,IC50=2.5uM,4yab
4zzy,2.20,2015,5.60,Kd=2.5uM,4zzx
5a82,1.86,2015,5.60,IC50=2.51uM,5a81
5boy,2.03,2015,5.60,IC50=2.5uM,5bot
5d6p,2.05,2015,5.60,IC50=2.5uM,5d6p
5dj5,2.40,2015,5.60,IC50=2.5uM,5dj5
5eje,1.90,2016,5.60,Kd=2.5uM,5eje
5ih6,2.30,2016,5.60,IC50=2.5uM,5ih4
5khd,1.75,2016,5.60,Kd=2.5uM,5khd
5lhg,3.34,2017,5.60,IC50=2.5uM,5lgt
5osk,2.11,2017,5.60,Ki=2.5uM,5osk
5toe,2.30,2017,5.60,IC50=2.5uM,5kcx
6cdc,1.75,2018,5.60,Kd=2.5uM,6cct
6cse,3.24,2019,5.60,Kd=2.5uM,6cse
6h1d,1.94,2019,5.60,Kd=2.5uM,6h1d
6qcj,2.01,2019,5.60,IC50=2.5uM,6qcd
3bho,1.80,2008,5.61,Kd=2.44uM,3bho
3u5j,1.60,2011,5.61,Kd=2.46uM,3u5j
5ll7,1.40,2018,5.61,Ki=2.43uM,5ll7
6g1u,1.79,2018,5.61,IC50=2.45uM,6g1u
6n3v,1.45,2019,5.61,Kd=2.45uM,6n3v
6qs1,1.80,2019,5.61,Ki=2430nM,6qs1
1a08,2.20,1998,5.62,Kd=2.4uM,1a08
1aqi,2.60,1997,5.62,Kd=2.4uM,1aqi
1cqp,2.60,2000,5.62,IC50=2.4uM,1cqp
1ejn,1.80,2000,5.62,Ki=2.4uM,1ejn
1fyr,2.40,2000,5.62,IC50=2.4uM,1fyr
1uti,1.50,2004,5.62,Kd=2.4uM,1uti
2bmk,2.30,2006,5.62,Kd=2.4uM,2bmk
2qnx,2.70,2008,5.62,IC50=2.4uM,2qnx
2xk8,2.00,2010,5.62,IC50=2.4uM,2xk3
2z5t,2.30,2007,5.62,Kd=2.40uM,2z5s
3abu,3.10,2010,5.62,Ki=2.4uM,3abt
3btj,2.98,2008,5.62,Kd=2.4uM,3bt9
3c6w,1.75,2008,5.62,Kd=2.4uM,3c6w
3e3c,2.50,2009,5.62,Kd=2.4uM,3e3c
3ip9,1.80,2010,5.62,Kd=2.4uM,3ip5
3ldp,2.20,2011,5.62,Kd=2.41uM,3ldl
3lpl,2.10,2010,5.62,Kd=2.39uM,3lpl
3nes,1.75,2010,5.62,Kd=2.4uM,3nee
3twu,1.80,2011,5.62,Kd=2.4uM,3twr
3upy,1.80,2012,5.62,IC50=2.39uM,3upy
4ddy,1.36,2012,5.62,Ki=2.4uM,4dds
4dli,1.91,2013,5.62,Kd=2.40uM,4dli
4dzy,2.10,2013,5.62,Kd=2.4uM,4dzy
4f9g,2.95,2012,5.62,Kd=2.4uM,4f9g
4htp,2.25,2012,5.62,Kd=2.4uM,4htp
4iid,2.30,2013,5.62,Ki=2.4uM,4iic
4j48,2.10,2013,5.62,Ki=2.41uM,4j44
4jiz,2.10,2013,5.62,Kd=2.4uM,4jiz
4lng,1.91,2014,5.62,IC50=2400nM,4l9p
4mg6,2.10,2014,5.62,Kd=2.42uM,4mg5
4my6,1.70,2014,5.62,Kd=2.4uM,4my6
4mzl,2.01,2013,5.62,IC50=2.4uM,4mzj
4oz1,1.74,2014,5.62,Kd=2400nM,4oz1
4txe,1.80,2014,5.62,IC50=2.4uM,4tx6
5e0h,1.95,2016,5.62,IC50=2.4uM,5e0g
5icv,1.53,2016,5.62,IC50=2.4uM,5icv
5iz8,3.06,2017,5.62,Ki=2.41uM,5b6g
5uv1,2.40,2017,5.62,Ki=2.4uM,5uv1
5wgp,1.53,2018,5.62,Ki=2400nM,5wg7
6bh2,1.45,2018,5.62,Kd=2.4uM,6bgu
6bic,2.25,2018,5.62,IC50=2.4uM,6bib
6c99,2.00,2018,5.62,Kd=2.4uM,6c97
6eq4,1.40,2018,5.62,Kd=2.4uM,6eq2
6h29,1.46,2018,5.62,Ki=2.4uM,6h29
6hop,1.55,2019,5.62,IC50=2.38uM,6hop
6j3o,2.11,2019,5.62,Kd=2.4uM,6j3o
1vwl,1.45,1998,5.63,Kd=2.33uM,1vwl
3bux,1.35,2008,5.63,Kd=2.36uM,3bum
3gy3,1.70,2010,5.63,Kd=2.36uM,3gy2
3l1n,1.30,2010,5.63,Kd=2.34uM,3l1n
3rf5,2.10,2011,5.63,Ki=2.37uM,3rf4
5d0c,1.49,2016,5.63,Kd=2.340uM,5coi
5jq5,1.94,2017,5.63,Kd=2341nM,5jq5
1f57,1.75,2000,5.64,Ki=2.3uM,1f57
1h1r,2.00,2002,5.64,IC50=2.3uM,1h1r
1hk1,2.65,2003,5.64,Kd=2.3uM,1hk1
1hlf,2.26,2000,5.64,Ki=2.3uM,1hlf
1hte,2.80,1994,5.64,IC50=2265nM,1hte
1lrt,2.20,2003,5.64,Ki=2.3uM,1lrt
1qs4,2.10,1999,5.64,IC50=2.3uM,1qs4
1y3v,1.60,2005,5.64,Ki=2300nM,1y3v
1y3y,1.75,2005,5.64,Ki=2300nM,1y3y
1z9g,1.70,2005,5.64,Ki=2.3uM,1z9g
2gni,2.27,2006,5.64,IC50=2.28uM,2gni
2n1g,NMR,2016,5.64,Kd=2.3uM,2n1g
2ojg,2.00,2007,5.64,Ki=2.3uM,2ojg
2qlm,2.10,2008,5.64,Ki=2.3uM,2qlm
2reg,1.90,2008,5.64,Kd=2.3uM,2reg
2x6k,3.50,2010,5.64,IC50=2300nM,2x6f
2xkd,1.96,2010,5.64,IC50=2.3uM,2xk3
2xzc,1.36,2011,5.64,Kd=2.3uM,2xza
3arv,1.50,2011,5.64,Kd=2.3uM,3arp
3fv7,2.00,2010,5.64,Ki=2.3uM,3fv7
3fwv,2.20,2009,5.64,Kd=2.3uM,3fwv
3hv6,1.95,2009,5.64,IC50=2300nM,3hv3
3iw7,2.40,2009,5.64,Kd=2.3uM,3iw5
3n86,1.90,2011,5.64,Ki=2.3uM,3n59
3p79,2.10,2011,5.64,IC50=2.3uM,3p5k
3qzq,1.70,2011,5.64,IC50=2.3uM,3qzq
3s8l,1.71,2011,5.64,Kd=2.3uM,3ov1
3zjt,2.20,2013,5.64,IC50=2.3uM,3zjt
4b11,1.59,2012,5.64,IC50=2.3uM,4b10
4deu,1.60,2012,5.64,Kd=2.29uM,4der
4dmn,2.45,2012,5.64,IC50=2.3uM,4dmn
4ft2,3.20,2012,5.64,Kd=2.3uM,4fsx
4jin,2.10,2013,5.64,Kd=2.28uM,4jin
4l7b,2.41,2014,5.64,IC50=2.3uM,4l7b
4mbp,1.70,1998,5.64,Ki=2.3uM,4mbp
4nhy,2.60,2014,5.64,IC50=2.3uM,4nhk
4zqt,1.98,2015,5.64,Ki=2.3uM,4zqt
4zs0,3.00,2016,5.64,IC50=2.3uM,4zs0
4zsj,2.48,2016,5.64,IC50=2.3uM,4zsg
5adr,2.10,2016,5.64,IC50=2.3uM,5adq
5bqs,1.90,2016,5.64,IC50=2.3uM,4z8d
5c4l,2.35,2016,5.64,Kd=2.3uM,5c4k
5jin,1.85,2016,5.64,IC50=2.3uM,5jhn
5l0h,2.90,2016,5.64,Kd=2.3uM,5l0c
5y93,1.62,2018,5.64,IC50=2.27uM,5y8c
6azk,2.48,2017,5.64,Kd=2.3uM,6au5
6c9p,2.00,2019,5.64,IC50=2.3uM,6c67
6ets,1.33,2019,5.64,Kd=2.3uM,6etg
6fdc,1.45,2018,5.64,IC50=2.3uM,6f6u
6fmp,2.92,2018,5.64,Ki=2265nM,6fmp
6g4n,2.90,2018,5.64,IC50=2.3uM,6fld
6j0g,1.60,2019,5.64,Kd=2.3uM,5zxk
6j0k,2.00,2019,5.64,Kd=2.3uM,5zxk
6m89,1.85,2019,5.64,IC50=2.3uM,6m89
6ufn,2.70,2019,5.64,IC50=2.3uM,6ufn
1hq5,2.30,2001,5.65,Kd=2.22uM,1hq5
3q7q,2.30,2011,5.65,Kd=2256nM,3q72
3sn8,1.99,2011,5.65,Ki=2.24uM,3sn8
4ezy,1.85,2013,5.65,Kd=2.26uM,4ezo
4iuu,2.70,2013,5.65,Kd=2.22uM,4iup
4qz7,2.80,2015,5.65,IC50=2.262uM,4qux
4zsq,2.30,2015,5.65,IC50=2.25uM,4zsm
5adt,2.15,2016,5.65,IC50=2.23uM,5adq
5gv2,2.06,2017,5.65,Kd=2.23uM,5gv2
5zoo,1.85,2018,5.65,Kd=2.23uM,5zoo
6es0,2.38,2018,5.65,IC50=2.26uM,6es0
1n5r,2.25,2003,5.66,Ki=2.2uM,1n5r
1nhu,2.00,2003,5.66,Ki=2.2uM,1nhu
1nhv,2.90,2003,5.66,Ki=2.2uM,1nhv
1o43,1.50,2004,5.66,IC50=2.2uM,1o43
1pxk,2.80,2003,5.66,IC50=2.2uM,1pxk
2aie,1.70,2005,5.66,IC50=2.2uM,2aie
2aod,1.40,2006,5.66,Ki=2.17uM,2aod
2azm,2.41,2006,5.66,Kd=2.2uM,2azm
2erz,2.20,2005,5.66,Ki=2.2uM,2erz
2f4j,1.91,2006,5.66,IC50=2.2uM,2f4j
2nxd,2.00,2007,5.66,Kd=2.2uM,2nxd
2op9,1.80,2007,5.66,Ki=2.2uM,2op9
2r3c,1.73,2007,5.66,IC50=2.2uM,2r3c
2x97,1.85,2010,5.66,Ki=2200nM,2x8y
2z5s,2.30,2007,5.66,Kd=2.20uM,2z5s
3b1t,2.50,2011,5.66,IC50=2.2uM,3b1t
3ery,1.95,2008,5.66,Kd=2200nM,3ery
3g2w,2.40,2009,5.66,Kd=2.2uM,3g2w
3iuc,2.40,2009,5.66,Kd=2.17uM,3iuc
3mke,1.75,2010,5.66,Ki=2.2uM,3mke
3oxi,2.20,2011,5.66,IC50=2.2uM,3oxi
3p4f,2.35,2010,5.66,Kd=2.2uM,3p4f
3sh0,1.84,2012,5.66,IC50=2.2uM,3sgt
3t6r,1.95,2011,5.66,Kd=2.20uM,3t6r
3td4,1.79,2011,5.66,Kd=2.2uM,3td4
3zi8,1.50,2013,5.66,Kd=2.2uM,3zi8
4gs9,1.72,2013,5.66,Kd=2.2uM,4gs9
4hxl,1.52,2013,5.66,IC50=2.2uM,4hxk
4jls,2.20,2014,5.66,Ki=2.2uM,4jit
4l70,2.00,2014,5.66,IC50=2.2uM,4l6z
4l7u,2.80,2014,5.66,IC50=2.2uM,4l6z
